date,temperature,humidity,luminosity
2019-12-04 15:18:08.308,22.9,35.9,271
2019-12-04 15:18:10.585,23.0,36.3,222
2019-12-04 15:18:12.862,22.9,37.7,275
2019-12-04 15:18:15.139,23.0,37.8,271
2019-12-04 15:18:17.416,22.9,37.5,271
2019-12-04 15:18:19.694,22.9,37.3,271
2019-12-04 15:18:21.971,23.0,37.1,271
2019-12-04 15:18:24.248,22.9,36.9,269
2019-12-04 15:18:26.529,23.0,36.8,269
2019-12-04 15:18:28.807,23.0,36.6,269
2019-12-04 15:18:31.084,23.0,36.5,269
2019-12-04 15:18:33.361,23.0,36.4,269
2019-12-04 15:18:35.639,23.0,36.3,273
2019-12-04 15:18:37.916,23.0,36.3,277
2019-12-04 15:18:40.192,23.0,36.7,280
2019-12-04 15:18:42.470,23.0,36.9,280
2019-12-04 15:18:44.747,23.1,36.9,284
